"","mRNA","GO","Term","Annotated","Significant","Expected","Fisher","ontology","sig.prop"
"206","evm.TU.chromosome_4.1017","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Biological Processes",0.0127272727272727
"207","evm.TU.chromosome_4.1266","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Biological Processes",0.0127272727272727
"208","evm.TU.chromosome_4.694","GO:0007283","spermatogenesis",245,8,1.75,0.0021,"Biological Processes",0.0326530612244898
"209","evm.TU.chromosome_4.715","GO:0045647","negative regulation of erythrocyte differentiation",5,1,0.04,0.0352,"Biological Processes",0.2
"210","evm.TU.chromosome_4.1254.1.5f15e49f","GO:0034587","piRNA processing",19,2,0.14,0.008,"Biological Processes",0.105263157894737
"211","evm.TU.chromosome_4.1254.1.5f15e49f","GO:0007283","spermatogenesis",245,8,1.75,0.0021,"Biological Processes",0.0326530612244898
"212","evm.TU.chromosome_4.1254","GO:0034587","piRNA processing",19,2,0.14,0.008,"Biological Processes",0.105263157894737
"213","evm.TU.chromosome_4.1254","GO:0007283","spermatogenesis",245,8,1.75,0.0021,"Biological Processes",0.0326530612244898
"214","evm.TU.chromosome_4.90","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Biological Processes",0.0127272727272727
"215","evm.TU.chromosome_4.1570","GO:0007283","spermatogenesis",245,8,1.75,0.0021,"Biological Processes",0.0326530612244898
"216","evm.TU.chromosome_4.1597","GO:0007283","spermatogenesis",245,8,1.75,0.0021,"Biological Processes",0.0326530612244898
"217","evm.TU.chromosome_4.275","GO:0007283","spermatogenesis",245,8,1.75,0.0021,"Biological Processes",0.0326530612244898
"218","evm.TU.chromosome_4.240","GO:0009617","response to bacterium",378,6,2.7,0.0176,"Biological Processes",0.0158730158730159
"219","evm.TU.chromosome_4.2503","GO:0033387","putrescine biosynthetic process from ornithine",1,1,0.01,0.0071,"Biological Processes",1
"220","evm.TU.chromosome_4.2337","GO:0048010","vascular endothelial growth factor receptor signali...",45,2,0.32,0.0409,"Biological Processes",0.0444444444444444
"221","evm.TU.chromosome_4.2000","GO:0007172","signal complex assembly",2,1,0.01,0.0142,"Biological Processes",0.5
"222","evm.TU.chromosome_4.2000","GO:0007172","signal complex assembly",2,1,0.01,0.0142,"Biological Processes",0.5
"223","evm.TU.chromosome_4.1133","GO:0034983","peptidyl-lysine deacetylation",4,1,0.03,0.0282,"Biological Processes",0.25
"224","evm.TU.chromosome_4.1530","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Biological Processes",0.0127272727272727
"225","evm.TU.chromosome_4.1530","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Biological Processes",0.0127272727272727
"226","evm.TU.chromosome_4.2114","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Biological Processes",0.0127272727272727
"227","evm.TU.chromosome_4.465","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Biological Processes",0.0127272727272727
"228","evm.TU.chromosome_4.29","GO:1902990","mitotic telomere maintenance via semi-conservative ...",2,1,0.01,0.0142,"Biological Processes",0.5
"229","evm.TU.chromosome_4.29","GO:1904430","negative regulation of t-circle formation",3,1,0.02,0.0213,"Biological Processes",0.333333333333333
"230","evm.TU.chromosome_4.29","GO:1904535","positive regulation of telomeric loop disassembly",1,1,0.01,0.0071,"Biological Processes",1
"231","evm.TU.chromosome_4.774","GO:0071479","cellular response to ionizing radiation",59,3,0.42,0.0179,"Biological Processes",0.0508474576271186
"232","evm.TU.chromosome_4.984","GO:0051289","protein homotetramerization",64,3,0.46,0.0108,"Biological Processes",0.046875
"233","evm.TU.chromosome_4.1810","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Biological Processes",0.0127272727272727
"234","evm.TU.chromosome_4.1474","GO:0051289","protein homotetramerization",64,3,0.46,0.0108,"Biological Processes",0.046875
"235","evm.TU.chromosome_4.1477","GO:0051289","protein homotetramerization",64,3,0.46,0.0108,"Biological Processes",0.046875
"236","evm.TU.chromosome_4.2360","GO:0006094","gluconeogenesis",37,3,0.26,0.0096,"Biological Processes",0.0810810810810811
"237","evm.TU.chromosome_4.2362","GO:0051092","positive regulation of NF-kappaB transcription fact...",104,3,0.74,0.0384,"Biological Processes",0.0288461538461538
"238","evm.TU.chromosome_4.2280","GO:0048010","vascular endothelial growth factor receptor signali...",45,2,0.32,0.0409,"Biological Processes",0.0444444444444444
"239","evm.TU.chromosome_4.855_evm.TU.chromosome_4.856","GO:0071479","cellular response to ionizing radiation",59,3,0.42,0.0179,"Biological Processes",0.0508474576271186
"240","evm.TU.chromosome_4.1433","GO:0071356","cellular response to tumor necrosis factor",111,3,0.79,0.0192,"Biological Processes",0.027027027027027
"241","evm.TU.chromosome_4.1433","GO:0051092","positive regulation of NF-kappaB transcription fact...",104,3,0.74,0.0384,"Biological Processes",0.0288461538461538
"242","evm.TU.chromosome_4.1389","GO:0051289","protein homotetramerization",64,3,0.46,0.0108,"Biological Processes",0.046875
"243","evm.TU.chromosome_4.1848","GO:0090400","stress-induced premature senescence",3,1,0.02,0.0213,"Biological Processes",0.333333333333333
"244","evm.TU.chromosome_4.972","GO:0007283","spermatogenesis",245,8,1.75,0.0021,"Biological Processes",0.0326530612244898
"245","evm.TU.chromosome_4.972","GO:0007283","spermatogenesis",245,8,1.75,0.0021,"Biological Processes",0.0326530612244898
"246","evm.TU.chromosome_4.1643","GO:0007283","spermatogenesis",245,8,1.75,0.0021,"Biological Processes",0.0326530612244898
"247","evm.TU.chromosome_4.1589","GO:0007283","spermatogenesis",245,8,1.75,0.0021,"Biological Processes",0.0326530612244898
"248","evm.TU.chromosome_4.840","GO:0007283","spermatogenesis",245,8,1.75,0.0021,"Biological Processes",0.0326530612244898
"249","evm.TU.chromosome_4.1935","GO:0007017","microtubule-based process",566,7,4.04,0.0226,"Biological Processes",0.0123674911660777
"250","evm.TU.chromosome_4.1935","GO:0007017","microtubule-based process",566,7,4.04,0.0226,"Biological Processes",0.0123674911660777
"251","evm.TU.chromosome_4.1318","GO:0048010","vascular endothelial growth factor receptor signali...",45,2,0.32,0.0409,"Biological Processes",0.0444444444444444
"252","evm.TU.chromosome_4.1310","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Biological Processes",0.0127272727272727
"253","evm.TU.chromosome_4.2502","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Biological Processes",0.0127272727272727
"254","evm.TU.chromosome_4.2022_evm.TU.chromosome_4.2023","GO:0061743","motor learning",3,1,0.02,0.0213,"Biological Processes",0.333333333333333
"255","evm.TU.chromosome_4.1656","GO:0007283","spermatogenesis",245,8,1.75,0.0021,"Biological Processes",0.0326530612244898
"256","evm.TU.chromosome_4.2140","GO:0009617","response to bacterium",378,6,2.7,0.0176,"Biological Processes",0.0158730158730159
"257","evm.TU.chromosome_4.2460","GO:0061303","cornea development in camera-type eye",4,1,0.03,0.0282,"Biological Processes",0.25
"258","evm.TU.chromosome_4.2460","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Biological Processes",0.0127272727272727
"259","evm.TU.chromosome_4.926","GO:0046330","positive regulation of JNK cascade",66,3,0.47,0.0117,"Biological Processes",0.0454545454545455
"260","evm.TU.chromosome_4.926","GO:0090073","positive regulation of protein homodimerization act...",35,2,0.25,0.0258,"Biological Processes",0.0571428571428571
"261","evm.TU.chromosome_4.927","GO:0046330","positive regulation of JNK cascade",66,3,0.47,0.0117,"Biological Processes",0.0454545454545455
"262","evm.TU.chromosome_4.927","GO:0090073","positive regulation of protein homodimerization act...",35,2,0.25,0.0258,"Biological Processes",0.0571428571428571
"263","evm.TU.chromosome_4.928","GO:0046330","positive regulation of JNK cascade",66,3,0.47,0.0117,"Biological Processes",0.0454545454545455
"264","evm.TU.chromosome_4.928","GO:0090073","positive regulation of protein homodimerization act...",35,2,0.25,0.0258,"Biological Processes",0.0571428571428571
"265","evm.TU.chromosome_4.1219","GO:0070842","aggresome assembly",3,1,0.02,0.0213,"Biological Processes",0.333333333333333
"266","evm.TU.chromosome_4.1219","GO:0051092","positive regulation of NF-kappaB transcription fact...",104,3,0.74,0.0384,"Biological Processes",0.0288461538461538
"267","evm.TU.chromosome_4.1005","GO:0007283","spermatogenesis",245,8,1.75,0.0021,"Biological Processes",0.0326530612244898
"268","evm.TU.chromosome_4.627","GO:0071356","cellular response to tumor necrosis factor",111,3,0.79,0.0192,"Biological Processes",0.027027027027027
"269","evm.TU.chromosome_4.815","GO:0007283","spermatogenesis",245,8,1.75,0.0021,"Biological Processes",0.0326530612244898
"270","evm.TU.chromosome_4.54","GO:0051289","protein homotetramerization",64,3,0.46,0.0108,"Biological Processes",0.046875
"271","evm.TU.chromosome_4.1824","GO:0000387","spliceosomal snRNP assembly",35,3,0.25,0.0114,"Biological Processes",0.0857142857142857
"272","evm.TU.chromosome_4.138","GO:0051170","import into nucleus",67,2,0.48,0.035,"Biological Processes",0.0298507462686567
"273","evm.TU.chromosome_4.138","GO:0000387","spliceosomal snRNP assembly",35,3,0.25,0.0114,"Biological Processes",0.0857142857142857
"274","evm.TU.chromosome_4.138","GO:0000387","spliceosomal snRNP assembly",35,3,0.25,0.0114,"Biological Processes",0.0857142857142857
"275","evm.TU.chromosome_4.2431","GO:0007017","microtubule-based process",566,7,4.04,0.0226,"Biological Processes",0.0123674911660777
"276","evm.TU.chromosome_4.2431","GO:0007017","microtubule-based process",566,7,4.04,0.0226,"Biological Processes",0.0123674911660777
"277","evm.TU.chromosome_4.2432","GO:0007017","microtubule-based process",566,7,4.04,0.0226,"Biological Processes",0.0123674911660777
"278","evm.TU.chromosome_4.2432","GO:0007017","microtubule-based process",566,7,4.04,0.0226,"Biological Processes",0.0123674911660777
"279","evm.TU.chromosome_4.825","GO:0046330","positive regulation of JNK cascade",66,3,0.47,0.0117,"Biological Processes",0.0454545454545455
"280","evm.TU.chromosome_4.65","GO:0070262","peptidyl-serine dephosphorylation",5,1,0.04,0.0352,"Biological Processes",0.2
"281","evm.TU.chromosome_4.68","GO:0007017","microtubule-based process",566,7,4.04,0.0226,"Biological Processes",0.0123674911660777
"282","evm.TU.chromosome_4.68","GO:0007017","microtubule-based process",566,7,4.04,0.0226,"Biological Processes",0.0123674911660777
"283","evm.TU.chromosome_4.542","GO:0046330","positive regulation of JNK cascade",66,3,0.47,0.0117,"Biological Processes",0.0454545454545455
"284","evm.TU.chromosome_4.2325","GO:0046330","positive regulation of JNK cascade",66,3,0.47,0.0117,"Biological Processes",0.0454545454545455
"285","evm.TU.chromosome_4.2325","GO:0051092","positive regulation of NF-kappaB transcription fact...",104,3,0.74,0.0384,"Biological Processes",0.0288461538461538
"286","evm.TU.chromosome_4.1099","GO:0007283","spermatogenesis",245,8,1.75,0.0021,"Biological Processes",0.0326530612244898
"287","evm.TU.chromosome_4.735","GO:0007283","spermatogenesis",245,8,1.75,0.0021,"Biological Processes",0.0326530612244898
"288","evm.TU.chromosome_4.948","GO:0035118","embryonic pectoral fin morphogenesis",5,1,0.04,0.0352,"Biological Processes",0.2
"289","evm.TU.chromosome_5.1579","GO:0007283","spermatogenesis",245,8,1.75,0.0021,"Biological Processes",0.0326530612244898
"290","evm.TU.chromosome_5.1772","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Biological Processes",0.0127272727272727
"291","evm.TU.chromosome_5.1772","GO:0007283","spermatogenesis",245,8,1.75,0.0021,"Biological Processes",0.0326530612244898
"292","evm.TU.chromosome_5.531","GO:0071479","cellular response to ionizing radiation",59,3,0.42,0.0179,"Biological Processes",0.0508474576271186
"293","evm.TU.chromosome_5.531","GO:2000379","positive regulation of reactive oxygen species meta...",37,2,0.26,0.0286,"Biological Processes",0.0540540540540541
"294","evm.TU.chromosome_5.1408","GO:0044245","polysaccharide digestion",14,2,0.1,0.0043,"Biological Processes",0.142857142857143
"295","evm.TU.chromosome_5.2507","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Biological Processes",0.0127272727272727
"296","evm.TU.chromosome_5.454","GO:0007283","spermatogenesis",245,8,1.75,0.0021,"Biological Processes",0.0326530612244898
"297","evm.TU.chromosome_5.879","GO:0006139","nucleobase-containing compound metabolic process",5768,50,41.15,0.0129,"Biological Processes",0.00866851595006935
"298","evm.TU.chromosome_5.1219","GO:0007283","spermatogenesis",245,8,1.75,0.0021,"Biological Processes",0.0326530612244898
"299","evm.TU.chromosome_5.2450","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Biological Processes",0.0127272727272727
"300","evm.TU.chromosome_5.1443","GO:0051092","positive regulation of NF-kappaB transcription fact...",104,3,0.74,0.0384,"Biological Processes",0.0288461538461538
"301","evm.TU.chromosome_5.1444","GO:0051092","positive regulation of NF-kappaB transcription fact...",104,3,0.74,0.0384,"Biological Processes",0.0288461538461538
"302","evm.TU.chromosome_5.1445","GO:0051092","positive regulation of NF-kappaB transcription fact...",104,3,0.74,0.0384,"Biological Processes",0.0288461538461538
"303","evm.TU.chromosome_5.2809","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Biological Processes",0.0127272727272727
"304","evm.TU.chromosome_5.540","GO:0051092","positive regulation of NF-kappaB transcription fact...",104,3,0.74,0.0384,"Biological Processes",0.0288461538461538
"305","evm.TU.chromosome_5.1834","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Biological Processes",0.0127272727272727
"306","evm.TU.chromosome_5.2487","GO:0051092","positive regulation of NF-kappaB transcription fact...",104,3,0.74,0.0384,"Biological Processes",0.0288461538461538
"307","evm.TU.chromosome_5.2488","GO:0051092","positive regulation of NF-kappaB transcription fact...",104,3,0.74,0.0384,"Biological Processes",0.0288461538461538
"308","evm.TU.chromosome_5.914","GO:0048010","vascular endothelial growth factor receptor signali...",45,2,0.32,0.0409,"Biological Processes",0.0444444444444444
"309","evm.TU.chromosome_5.1754","GO:0071479","cellular response to ionizing radiation",59,3,0.42,0.0179,"Biological Processes",0.0508474576271186
"310","evm.TU.chromosome_5.1754","GO:2000323","negative regulation of glucocorticoid receptor sign...",4,1,0.03,0.0282,"Biological Processes",0.25
"311","evm.TU.chromosome_5.1754","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Biological Processes",0.0127272727272727
"312","evm.TU.chromosome_5.1754","GO:0051092","positive regulation of NF-kappaB transcription fact...",104,3,0.74,0.0384,"Biological Processes",0.0288461538461538
"313","evm.TU.chromosome_5.1754","GO:2000074","regulation of type B pancreatic cell development",6,1,0.04,0.0421,"Biological Processes",0.166666666666667
"314","evm.TU.chromosome_5.1754","GO:0007283","spermatogenesis",245,8,1.75,0.0021,"Biological Processes",0.0326530612244898
"315","evm.TU.chromosome_5.1755","GO:0071479","cellular response to ionizing radiation",59,3,0.42,0.0179,"Biological Processes",0.0508474576271186
"316","evm.TU.chromosome_5.1755","GO:2000323","negative regulation of glucocorticoid receptor sign...",4,1,0.03,0.0282,"Biological Processes",0.25
"317","evm.TU.chromosome_5.1755","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Biological Processes",0.0127272727272727
"318","evm.TU.chromosome_5.1755","GO:0051092","positive regulation of NF-kappaB transcription fact...",104,3,0.74,0.0384,"Biological Processes",0.0288461538461538
"319","evm.TU.chromosome_5.1755","GO:2000074","regulation of type B pancreatic cell development",6,1,0.04,0.0421,"Biological Processes",0.166666666666667
