"","miRNA","mRNA","PCC.cor","p_value","adjusted_p_value","score","energy","start","end","subject_start_end","total_bp_shared","query_similar","subject_similar","interaction_length","binding_type"
"155","Cluster_1452","evm.TU.chromosome_4.879",0.961242999580099,0.0387570004199015,0.83275037842913,160,-21.91,2,21,"1934 1953",19,"78.95%","84.21%",19,"CDS"
"156","Cluster_1452","evm.TU.chromosome_4.879",0.961242999580099,0.0387570004199015,0.83275037842913,164,-21.75,2,21,"2825 2844",19,"84.21%","84.21%",19,"CDS"
"157","Cluster_1453","evm.TU.chromosome_4.879",0.770881469284282,0.229118530715718,0.83275037842913,166,-26.3,2,20,"4049 4071",19,"78.95%","84.21%",18,"CDS"
"158","Cluster_3331","evm.TU.chromosome_6.1092",-0.517601348659691,0.482398651340309,0.877242354823348,153,-20.38,2,17,"807 826",15,"80.00%","86.67%",15,"3'UTR"
"159","Cluster_3337","evm.TU.chromosome_6.1092",-0.489875443275101,0.510124556724899,0.88488062014292,153,-20.38,2,17,"807 826",15,"80.00%","86.67%",15,"3'UTR"
"160","Cluster_3338","evm.TU.chromosome_6.1092",-0.488245207089592,0.511754792910408,0.885355476513557,153,-20.38,2,17,"807 826",15,"80.00%","86.67%",15,"3'UTR"
"161","Cluster_4696","evm.TU.chromosome_7.727",-0.855640359120407,0.144359640879593,0.83275037842913,152,-22.36,2,21,"345 364",19,"73.68%","78.95%",19,"CDS"
"162","Cluster_1453","evm.TU.chromosome_7.726",0.394029194294263,0.605970805705737,0.901357431138249,157,-20.05,2,21,"747 766",19,"73.68%","78.95%",19,"CDS"
"163","Cluster_4044","evm.TU.chromosome_6.1256",0.77503986494297,0.22496013505703,0.83275037842913,159,-20.58,2,17,"394 416",16,"81.25%","87.50%",15,"CDS"
"164","Cluster_2097","evm.TU.chromosome_7.2698",-0.428357096401513,0.571642903598486,0.89361038526022,164,-20.51,2,21,"3689 3710",19,"68.42%","84.21%",19,"CDS"
"165","Cluster_1192","evm.TU.chromosome_7.2690",-0.161982925662958,0.838017074337042,0.964829680117595,158,-21.14,2,21,"812 836",22,"72.73%","77.27%",19,"CDS"
"166","Cluster_1453","evm.TU.chromosome_5.974",0.286329519487968,0.713670480512032,0.933435645883153,163,-20.19,2,21,"180 203",21,"76.19%","76.19%",19,"CDS"
"167","Cluster_1453","evm.TU.chromosome_5.974",0.286329519487968,0.713670480512032,0.933435645883153,169,-20.73,2,19,"487 509",18,"83.33%","88.89%",17,"CDS"
"168","Cluster_860","evm.TU.chromosome_4.2488",-0.899239360438546,0.100760639561454,0.83275037842913,162,-22.46,2,21,"845 865",19,"73.68%","84.21%",19,"CDS"
"169","Cluster_9082","evm.TU.chromosome_4.2488",-0.923153504187157,0.0768464958128426,0.83275037842913,164,-22.5,2,21,"443 466",22,"81.82%","81.82%",19,"CDS"
"170","Cluster_5061","evm.TU.chromosome_4.2486",-0.396695266012863,0.603304733987137,0.901357431138249,158,-21.15,2,21,"1544 1564",19,"68.42%","84.21%",19,"CDS"
"171","Cluster_1453","evm.TU.chromosome_4.2487",0.851240482093547,0.148759517906453,0.83275037842913,149,-20.37,2,21,"1970 1989",19,"68.42%","73.68%",19,"CDS"
"172","Cluster_1453","evm.TU.chromosome_4.2487",0.851240482093547,0.148759517906453,0.83275037842913,169,-26.16,2,18,"2665 2686",16,"75.00%","100.00%",16,"CDS"
"173","Cluster_3406","evm.TU.chromosome_4.2487",-0.224259203278943,0.775740796721057,0.949437756999055,163,-23.31,2,21,"4268 4290",20,"70.00%","85.00%",19,"CDS"
"174","Cluster_3406","evm.TU.chromosome_4.2487",-0.224259203278943,0.775740796721057,0.949437756999055,168,-21.05,2,17,"2033 2054",15,"86.67%","93.33%",15,"CDS"
"175","Cluster_9082","evm.TU.chromosome_4.2487",-0.901431229628502,0.0985687703714982,0.83275037842913,154,-20.64,2,21,"955 979",22,"63.64%","81.82%",19,"CDS"
"176","Cluster_1452","evm.TU.chromosome_7.2693",0.993300236190157,0.0066997638098428,0.83275037842913,161,-21.54,2,21,"35 56",20,"75.00%","85.00%",19,"3'UTR"
"177","Cluster_508","evm.TU.chromosome_1.1628",-0.540387970843206,0.459612029156794,0.870521689112027,161,-23.57,2,21,"1734 1755",20,"70.00%","90.00%",19,"CDS"
"178","Cluster_4696","evm.TU.chromosome_1.1628",-0.617070411101738,0.382929588898262,0.856094282660092,158,-20.17,2,21,"1992 2012",19,"68.42%","84.21%",19,"CDS"
"179","Cluster_4696","evm.TU.chromosome_13.3844",-0.316196077432566,0.683803922567434,0.923512652177956,161,-20.74,2,21,"161 182",20,"75.00%","85.00%",19,"3'UTR"
"180","Cluster_3730","evm.TU.chromosome_2.1096",-0.874903690364348,0.125096309635652,0.83275037842913,165,-20.02,2,19,"89 113",20,"80.00%","80.00%",17,"CDS"
"181","Cluster_137","evm.TU.chromosome_2.1098",-0.841571912452017,0.158428087547983,0.83275037842913,149,-20.31,2,21,"700 719",19,"68.42%","73.68%",19,"CDS"
"182","Cluster_1453","evm.TU.chromosome_2.1099",0.612563254471031,0.387436745528969,0.857948477572856,157,-22.46,2,21,"1437 1458",20,"75.00%","80.00%",19,"CDS"
"183","Cluster_1452","evm.TU.chromosome_14.2839",-0.246886238838231,0.753113761161769,0.943592583820381,164,-25.54,2,21,"253 274",19,"68.42%","84.21%",19,"CDS"
"184","Cluster_2972","evm.TU.chromosome_1.999",0.13828259899942,0.86171740100058,0.968876778239872,157,-21,2,21,"247 266",19,"73.68%","78.95%",19,"3'UTR"
"185","Cluster_3293","evm.TU.chromosome_1.999",0.481116561904944,0.518883438095056,0.887145194492724,195,-35.74,2,20,"459 479",18,"100.00%","100.00%",18,"CDS"
"186","Cluster_9082","evm.TU.chromosome_1.999",-0.970971079624229,0.0290289203757711,0.83275037842913,164,-20.65,2,21,"646 667",19,"73.68%","78.95%",19,"CDS"
"187","Cluster_4425","evm.TU.chromosome_2.1328",-0.832561708749483,0.167438291250517,0.83275037842913,157,-20.17,2,16,"57 77",14,"85.71%","92.86%",14,"3'UTR"
"188","Cluster_1567","evm.TU.chromosome_2.1326",-0.635511180711307,0.364488819288693,0.851889822196708,146,-20.02,2,21,"253 278",23,"60.87%","73.91%",19,"3'UTR"
"189","Cluster_860","evm.TU.chromosome_7.1355",-0.984153380662078,0.0158466193379223,0.83275037842913,180,-24.92,2,21,"2809 2830",19,"84.21%","89.47%",19,"CDS"
"190","Cluster_3406","evm.TU.chromosome_5.1777",0.40501036634366,0.59498963365634,0.898669264825734,160,-21.33,2,21,"561 581",20,"80.00%","80.00%",19,"3'UTR"
"191","Cluster_860","evm.TU.chromosome_5.539",-0.618136917232231,0.381863082767769,0.855604414743152,147,-20.1,2,21,"239 264",23,"65.22%","65.22%",19,"CDS"
"192","Cluster_3406","evm.TU.chromosome_5.535",-0.247752353533922,0.752247646466078,0.94330339910294,154,-20.44,2,21,"313 337",22,"72.73%","72.73%",19,"CDS"
"193","Cluster_4646","evm.TU.chromosome_5.535",0.158917554106297,0.841082445893703,0.965438370485474,155,-25.9,2,21,"652 679",25,"60.00%","76.00%",19,"CDS"
"194","Cluster_4831","evm.TU.chromosome_11.3105",0.239139253465326,0.760860746534674,0.945525755675379,163,-23.1,2,17,"743 766",17,"82.35%","88.24%",15,"CDS"
"195","Cluster_995","evm.TU.chromosome_5.139",-0.0706474308867217,0.929352569113278,0.984542746382456,156,-21.32,2,21,"4827 4848",21,"76.19%","76.19%",19,"CDS"
"196","Cluster_860","evm.TU.chromosome_13.2829",-0.841198238648302,0.158801761351698,0.83275037842913,167,-21.01,2,20,"1138 1159",18,"72.22%","88.89%",18,"CDS"
"197","Cluster_1453","evm.TU.chromosome_13.2822",0.394029194294263,0.605970805705737,0.901357431138249,171,-25.82,2,21,"2016 2038",20,"80.00%","85.00%",19,"CDS"
"198","Cluster_4696","evm.TU.chromosome_13.2822",-0.703947398040455,0.296052601959545,0.840458273868333,157,-21.19,2,21,"1331 1352",20,"75.00%","80.00%",19,"CDS"
"199","Cluster_4831","evm.TU.chromosome_13.2821",-0.316704324475162,0.683295675524838,0.923302092842405,156,-23.1,2,21,"2266 2287",19,"63.16%","78.95%",19,"CDS"
"200","Cluster_998","evm.TU.chromosome_13.2826",0.129598732258752,0.870401267741248,0.971178707554516,175,-21.36,2,16,"176 196",14,"100.00%","100.00%",14,"3'UTR"
"201","Cluster_1411","evm.TU.chromosome_11.1073",-0.271883062127542,0.728116937872458,0.93719329936511,154,-20.08,2,21,"1014 1034",19,"68.42%","78.95%",19,"CDS"
"202","Cluster_2097","evm.TU.chromosome_14.1657",0.850939925750622,0.149060074249378,0.83275037842913,182,-26.62,2,19,"360 381",17,"88.24%","100.00%",17,"CDS"
"203","Cluster_1452","evm.TU.chromosome_14.1658",0.767545135759273,0.232454864240727,0.83275037842913,155,-21.53,2,21,"296 321",23,"69.57%","69.57%",19,"CDS"
"204","Cluster_860","evm.TU.chromosome_12.837",-0.553313048495411,0.446686951504589,0.867673854730161,159,-20.32,2,20,"2857 2878",18,"66.67%","83.33%",18,"CDS"
"205","Cluster_1453","evm.TU.chromosome_9.1089",0.818018607863452,0.181981392136547,0.83275037842913,148,-21.5,2,18,"4160 4183",18,"72.22%","72.22%",16,"CDS"
"206","Cluster_4806","evm.TU.chromosome_9.1084",-0.275699738696867,0.724300261303133,0.936047539160836,175,-20.18,2,20,"1078 1099",18,"83.33%","88.89%",18,"CDS"
"207","Cluster_1411","evm.TU.chromosome_9.1081",-0.182519612433916,0.817480387566084,0.959808374543119,162,-21.26,2,16,"563 585",15,"86.67%","93.33%",14,"3'UTR"
"208","Cluster_9205","evm.TU.chromosome_14.6926",0.504982706311522,0.495017293688478,0.880183645860432,175,-23.31,2,20,"229 250",18,"83.33%","88.89%",18,"CDS"
"209","Cluster_1453","evm.TU.chromosome_14.6923",0.927733603482601,0.072266396517399,0.83275037842913,162,-20.86,2,21,"730 750",19,"73.68%","84.21%",19,"CDS"
"210","Cluster_3044","evm.TU.chromosome_14.6923",-0.4506770989671,0.5493229010329,0.88993296966646,165,-22.13,2,21,"1901 1922",20,"75.00%","90.00%",19,"CDS"
"211","Cluster_3730","evm.TU.chromosome_14.6923",-0.378238558010183,0.621761441989817,0.90599712362933,169,-22.22,2,21,"328 349",20,"85.00%","85.00%",19,"3'UTR"
"212","Cluster_3889","evm.TU.chromosome_13.512",0.453622729538342,0.546377270461658,0.88993296966646,174,-26.39,2,20,"330 352",20,"85.00%","85.00%",18,"CDS"
"213","Cluster_1453","evm.TU.chromosome_13.514",0.830744100483502,0.169255899516498,0.83275037842913,161,-20.26,2,20,"1413 1433",18,"77.78%","83.33%",18,"CDS"
"214","Cluster_1453","evm.TU.chromosome_13.515",0.418019991066576,0.581980008933424,0.896037481404898,150,-20.26,2,21,"867 890",21,"71.43%","71.43%",19,"CDS"
"215","Cluster_1452","evm.TU.chromosome_14.6929",0.836995357523742,0.163004642476258,0.83275037842913,153,-21.75,2,20,"2005 2028",20,"70.00%","80.00%",18,"CDS"
"216","Cluster_4831","evm.TU.chromosome_10.2566",0.582019967981819,0.417980032018181,0.863693720997199,158,-25.37,2,20,"625 651",23,"69.57%","73.91%",18,"3'UTR"
"217","Cluster_1411","evm.TU.chromosome_6.2081",0.891382642902552,0.108617357097448,0.83275037842913,169,-21.54,2,18,"535 556",16,"81.25%","93.75%",16,"CDS"
"218","Cluster_4754","evm.TU.chromosome_9.1553",-0.895428869788447,0.104571130211553,0.83275037842913,153,-22.45,2,19,"286 311",21,"71.43%","71.43%",17,"CDS"
"219","Cluster_3044","evm.TU.chromosome_7.2527",0.420995733783227,0.579004266216773,0.894974613071514,173,-20.37,2,18,"949 970",16,"87.50%","93.75%",16,"CDS"
"220","Cluster_4425","evm.TU.chromosome_8.2292",-0.493563251119418,0.506436748880582,0.884190492868207,161,-21.05,2,19,"3581 3604",19,"78.95%","78.95%",17,"CDS"
"221","Cluster_4831","evm.TU.chromosome_7.2520",0.978542149309377,0.0214578506906228,0.83275037842913,163,-24.03,2,16,"127 148",14,"85.71%","92.86%",14,"CDS"
"222","Cluster_1453","evm.TU.chromosome_10.2252",0.341408797270017,0.658591202729983,0.916228839990291,166,-20.85,2,21,"37 57",19,"78.95%","84.21%",19,"CDS"
"223","Cluster_4831","evm.TU.chromosome_8.84",0.398060276668785,0.601939723331215,0.901166024046684,153,-21.36,2,21,"1275 1294",19,"73.68%","73.68%",19,"CDS"
"224","Cluster_5061","evm.TU.chromosome_8.84",-0.373619771313558,0.626380228686442,0.907647825042026,151,-21.07,2,21,"944 966",20,"65.00%","75.00%",19,"CDS"
"225","Cluster_6059","evm.TU.chromosome_8.85",0.179612324281259,0.820387675718741,0.96052076967586,173,-24.8,2,21,"282 301",19,"84.21%","89.47%",19,"CDS"
"226","Cluster_1192","evm.TU.chromosome_8.81",-0.390393069308898,0.609606930691102,0.9025641844192,154,-20.11,2,20,"4308 4334",23,"65.22%","73.91%",18,"CDS"
"227","Cluster_1453","evm.TU.chromosome_8.81",0.950741337672359,0.0492586623276412,0.83275037842913,166,-28.55,2,21,"2456 2479",21,"76.19%","85.71%",19,"CDS"
"228","Cluster_1453","evm.TU.chromosome_8.82",0.845513786259278,0.154486213740721,0.83275037842913,155,-20.7,2,16,"3634 3655",14,"78.57%","85.71%",14,"CDS"
"229","Cluster_3293","evm.TU.chromosome_13.2543",0.472736460470906,0.527263539529094,0.888854454896604,153,-20.16,2,18,"2010 2030",16,"68.75%","81.25%",16,"CDS"
"230","Cluster_1452","evm.TU.chromosome_6.1753",0.722501787507491,0.277498212492509,0.837933862026681,143,-21.67,2,19,"601 629",24,"66.67%","70.83%",17,"3'UTR"
"231","Cluster_1452","evm.TU.chromosome_6.1753",0.722501787507491,0.277498212492509,0.837933862026681,159,-21.92,2,16,"2451 2472",14,"85.71%","85.71%",14,"CDS"
"232","Cluster_5061","evm.TU.chromosome_1.730",-0.983533676394309,0.0164663236056912,0.83275037842913,168,-20.96,2,21,"322 343",19,"73.68%","84.21%",19,"CDS"
"233","Cluster_1155","evm.TU.chromosome_1.731",0.0027394702503833,0.997260529749617,0.999417862760487,168,-24.65,2,18,"1507 1529",17,"82.35%","94.12%",16,"CDS"
"234","Cluster_3730","evm.TU.chromosome_2.758",0.34089421408239,0.65910578591761,0.916412946760531,163,-20.12,2,21,"140 162",20,"75.00%","80.00%",19,"CDS"
"235","Cluster_2097","evm.TU.chromosome_14.5760",-0.858855513578738,0.141144486421262,0.83275037842913,166,-21.8,2,21,"345 365",19,"78.95%","84.21%",19,"CDS"
"236","Cluster_3037","evm.TU.chromosome_14.5760",0.460946752121245,0.539053247878755,0.88993296966646,167,-24.23,2,20,"742 762",18,"77.78%","83.33%",18,"3'UTR"
"237","Cluster_9082","evm.TU.chromosome_12.1428",-0.925296861380167,0.0747031386198328,0.83275037842913,165,-20.89,2,19,"963 985",18,"77.78%","88.89%",17,"CDS"
"238","Cluster_3889","evm.TU.chromosome_12.1427",0.921857943253966,0.0781420567460344,0.83275037842913,165,-24.95,2,19,"1770 1791",18,"83.33%","83.33%",17,"CDS"
"239","Cluster_2003","evm.TU.chromosome_12.1426",0.804168603612722,0.195831396387278,0.83275037842913,157,-27.92,2,21,"885 907",21,"66.67%","85.71%",19,"CDS"
"240","Cluster_1452","evm.TU.chromosome_12.1420",-0.45784054388339,0.54215945611661,0.88993296966646,162,-20.19,2,19,"113 134",17,"76.47%","82.35%",17,"CDS"
"241","Cluster_2003","evm.TU.chromosome_14.5496",0.877396866369536,0.122603133630464,0.83275037842913,148,-22.29,2,16,"438 457",14,"78.57%","85.71%",14,"CDS"
"242","Cluster_5061","evm.TU.chromosome_14.5496",-0.959113338273353,0.0408866617266471,0.83275037842913,154,-20.68,2,21,"2183 2211",26,"69.23%","69.23%",19,"CDS"
"243","Cluster_4696","evm.TU.chromosome_14.5497",-0.805296181918885,0.194703818081115,0.83275037842913,157,-20.69,2,21,"124 146",21,"71.43%","80.95%",19,"3'UTR"
"244","Cluster_1453","evm.TU.chromosome_14.5490",0.866938817591035,0.133061182408965,0.83275037842913,147,-20.09,2,20,"412 430",18,"61.11%","83.33%",18,"CDS"
"245","Cluster_3406","evm.TU.chromosome_12.2198",0.769230242907344,0.230769757092656,0.83275037842913,162,-22.12,2,21,"105 131",24,"75.00%","75.00%",19,"CDS"
"246","Cluster_1452","evm.TU.chromosome_12.2195",0.959532137451428,0.0404678625485724,0.83275037842913,151,-20.37,2,21,"20 42",20,"65.00%","75.00%",19,"3'UTR"
"247","Cluster_4831","evm.TU.chromosome_12.2196",0.455423701782051,0.544576298217949,0.88993296966646,167,-26.52,2,20,"768 789",18,"72.22%","88.89%",18,"3'UTR"
"248","Cluster_2003","evm.TU.chromosome_12.2197",0.843394717602906,0.156605282397094,0.83275037842913,148,-20.14,2,19,"264 287",19,"73.68%","73.68%",17,"CDS"
"249","Cluster_3044","evm.TU.chromosome_12.2193",-0.133941392071213,0.866058607928787,0.970056024369622,170,-23.14,2,21,"19 39",19,"78.95%","89.47%",19,"CDS"
"250","Cluster_4425","evm.TU.chromosome_9.560",0.643964552689966,0.356035447310034,0.851117495054029,154,-21.2,2,16,"209 232",16,"75.00%","87.50%",14,"CDS"
"251","Cluster_449","evm.TU.chromosome_10.1234",0.0620467374705355,0.937953262529464,0.986830409295423,170,-20.38,2,20,"12459 12481",19,"78.95%","89.47%",18,"CDS"
"252","Cluster_1453","evm.TU.chromosome_10.1234",0.929857755975517,0.0701422440244834,0.83275037842913,150,-20.19,2,20,"3675 3699",21,"61.90%","76.19%",18,"CDS"
"253","Cluster_1772","evm.TU.chromosome_10.1234",-0.980662239051434,0.0193377609485655,0.83275037842913,164,-20.95,2,21,"1772 1792",20,"80.00%","85.00%",19,"CDS"
"254","Cluster_4646","evm.TU.chromosome_10.1234",0.458950217035632,0.541049782964368,0.88993296966646,165,-21.93,2,18,"5504 5525",16,"81.25%","87.50%",16,"CDS"
"255","Cluster_5061","evm.TU.chromosome_10.1234",-0.864297711653841,0.135702288346159,0.83275037842913,161,-20.05,2,20,"10906 10926",18,"72.22%","88.89%",18,"CDS"
"256","Cluster_998","evm.TU.chromosome_5.1983",-0.920310293474018,0.0796897065259821,0.83275037842913,155,-20.52,2,20,"345 365",18,"66.67%","77.78%",18,"CDS"
"257","Cluster_4044","evm.TU.chromosome_5.1987",0.731628932899219,0.268371067100781,0.83652031738014,162,-21.54,2,21,"1353 1376",21,"71.43%","85.71%",19,"CDS"
"258","Cluster_4044","evm.TU.chromosome_5.1987",0.731628932899219,0.268371067100781,0.83652031738014,163,-22.41,2,17,"1181 1203",16,"87.50%","87.50%",15,"CDS"
"259","Cluster_998","evm.TU.chromosome_5.1986",-0.465083158394465,0.534916841605535,0.889422189669531,155,-20.52,2,20,"825 845",18,"66.67%","77.78%",18,"CDS"
"260","Cluster_4044","evm.TU.chromosome_5.1985",0.508867967613054,0.491132032386946,0.879624124278012,163,-20.18,2,21,"2020 2042",20,"70.00%","85.00%",19,"CDS"
"261","Cluster_4044","evm.TU.chromosome_5.1984",0.405823785599745,0.594176214400255,0.898373458811627,163,-20.18,2,21,"1378 1400",20,"70.00%","85.00%",19,"CDS"
"262","Cluster_4044","evm.TU.chromosome_5.1989",0.151807074601771,0.848192925398229,0.96699116847278,163,-20.44,2,21,"1984 2006",20,"70.00%","85.00%",19,"CDS"
"263","Cluster_3406","evm.TU.chromosome_14.395",0.204397091603114,0.795602908396886,0.954271452051807,169,-20.38,2,20,"109 129",18,"83.33%","88.89%",18,"CDS"
"264","Cluster_1453","evm.TU.chromosome_14.394",0.895687600253517,0.104312399746483,0.83275037842913,146,-21.71,2,21,"185 209",22,"63.64%","72.73%",19,"CDS"
"265","Cluster_4754","evm.TU.chromosome_14.398",0.528958465458403,0.471041534541597,0.873725513619342,159,-21.73,2,20,"967 988",18,"72.22%","77.78%",18,"CDS"
"266","Cluster_1155","evm.TU.chromosome_14.647",-0.323005492251255,0.676994507748745,0.922222506323105,151,-21.59,2,17,"54 81",21,"71.43%","71.43%",15,"3'UTR"
"267","Cluster_4531","evm.TU.chromosome_14.646",-0.413022687402661,0.586977312597339,0.896820021524392,164,-20.17,2,20,"5654 5673",18,"83.33%","83.33%",18,"CDS"
"268","Cluster_860","evm.TU.chromosome_14.645",-0.871737111066891,0.128262888933109,0.83275037842913,158,-20.42,2,21,"782 809",25,"72.00%","72.00%",19,"3'UTR"
"269","Cluster_3423","evm.TU.chromosome_14.644",-0.865153608530787,0.134846391469213,0.83275037842913,177,-23.75,2,18,"692 713",16,"87.50%","100.00%",16,"3'UTR"
"270","Cluster_1453","evm.TU.chromosome_14.643",0.876412717329435,0.123587282670565,0.83275037842913,171,-27.22,2,21,"1374 1396",20,"80.00%","85.00%",19,"CDS"
"271","Cluster_1155","evm.TU.chromosome_14.649",-0.230513168948325,0.769486831051675,0.94760763689092,151,-21.59,2,17,"54 81",21,"71.43%","71.43%",15,"3'UTR"
"272","Cluster_1155","evm.TU.chromosome_14.648",-0.625110906511303,0.374889093488697,0.854601883391533,151,-21.59,2,17,"54 81",21,"71.43%","71.43%",15,"3'UTR"
"273","Cluster_3044","evm.TU.chromosome_10.273",0.0188997271728142,0.981100272827186,0.996049032783089,160,-20.06,2,21,"903 924",19,"68.42%","78.95%",19,"3'UTR"
"274","Cluster_3406","evm.TU.chromosome_10.273",-0.404577302302662,0.595422697697338,0.898824437100197,167,-21.49,2,21,"326 348",20,"80.00%","80.00%",19,"3'UTR"
"275","Cluster_3889","evm.TU.chromosome_10.276",0.630525708619595,0.369474291380405,0.853278716617855,164,-23.28,2,19,"672 691",17,"82.35%","88.24%",17,"3'UTR"
"276","Cluster_4696","evm.TU.chromosome_4.474",-0.915568316037094,0.0844316839629057,0.83275037842913,153,-21.48,2,21,"2251 2275",23,"69.57%","73.91%",19,"CDS"
"277","Cluster_4831","evm.TU.chromosome_7.1316",-0.297986417792067,0.702013582207933,0.929751131158455,151,-20.73,2,20,"310 331",18,"66.67%","72.22%",18,"CDS"
"278","Cluster_4044","evm.TU.chromosome_7.1317",0.226277886736913,0.773722113263087,0.948816351072625,166,-20.45,2,20,"1388 1410",19,"78.95%","84.21%",18,"CDS"
"279","Cluster_1453","evm.TU.chromosome_11.646",-0.0767839094714306,0.923216090528569,0.98299451584864,162,-22.08,2,21,"424 444",19,"73.68%","84.21%",19,"CDS"
"280","Cluster_9205","evm.TU.chromosome_11.644",-0.407585421889572,0.592414578110428,0.898271955873042,165,-23.38,2,20,"351 375",21,"80.95%","80.95%",18,"3'UTR"
"281","Cluster_4640","evm.TU.chromosome_11.640",-0.578172312979693,0.421827687020307,0.864178381246496,166,-20.13,2,19,"160 181",17,"76.47%","88.24%",17,"CDS"
"282","Cluster_4640","evm.TU.chromosome_11.640",-0.578172312979693,0.421827687020307,0.864178381246496,170,-20.44,2,19,"1255 1276",17,"82.35%","88.24%",17,"CDS"
"283","Cluster_3889","evm.TU.chromosome_4.1926",0.735094418009078,0.264905581990922,0.835533127353581,163,-22.64,2,20,"2144 2164",18,"72.22%","83.33%",18,"CDS"
