Coords	Name	MIRNA	AST-1065_R1_001.fastq.gz_1	AST-1147_R1_001.fastq.gz_1	AST-1412_R1_001.fastq.gz_1	AST-1560_R1_001.fastq.gz_1	AST-1567_R1_001.fastq.gz_1	AST-1617_R1_001.fastq.gz_1	AST-1722_R1_001.fastq.gz_1	AST-2000_R1_001.fastq.gz_1	AST-2007_R1_001.fastq.gz_1	AST-2302_R1_001.fastq.gz_1	AST-2360_R1_001.fastq.gz_1	AST-2398_R1_001.fastq.gz_1	AST-2404_R1_001.fastq.gz_1	AST-2412_R1_001.fastq.gz_1	AST-2512_R1_001.fastq.gz_1	AST-2523_R1_001.fastq.gz_1	AST-2563_R1_001.fastq.gz_1	AST-2729_R1_001.fastq.gz_1	AST-2755_R1_001.fastq.gz_1
chromosome_2:282935-283506	Cluster_211	N	13	1440	29	0	35	463	108	80	1	21	14	154	28	4	0	18	16	11	5
chromosome_2:283815-284241	Cluster_212	N	0	413	40	0	20	168	54	41	0	8	18	38	3	6	0	6	11	1	8
chromosome_2:284337-285284	Cluster_213	N	16	2959	194	1	87	917	156	105	3	39	46	253	60	28	3	59	65	16	38
chromosome_2:285383-285815	Cluster_214	N	1	525	154	1	26	430	32	61	7	47	28	32	8	4	2	7	10	7	10
chromosome_2:285818-286252	Cluster_215	N	7	900	25	0	4	125	220	104	10	14	11	53	26	12	1	11	4	1	24
chromosome_2:286994-287411	Cluster_216	N	5	742	38	0	12	277	76	21	2	12	9	92	6	11	0	9	16	5	9
chromosome_2:795020-795466	Cluster_217	N	0	13	315	0	82	15	3	9	2	64	0	100	220	30	66	188	9	34	5
chromosome_2:837058-837611	Cluster_218	N	7974	16134	7569	3375	7262	8865	10067	7449	16748	5934	17935	10097	7721	5614	3910	5240	12395	4519	7073
chromosome_2:844605-845032	Cluster_219	N	3	437	0	0	31	86	1	1	564	0	0	1	0	0	3	7	56	0	0
chromosome_2:873960-874609	Cluster_220	N	32285	54720	24457	1470	9705	27259	35018	33658	65383	9946	72314	31311	21609	5156	6921	19290	29804	2619	5227
chromosome_2:878373-879336	Cluster_221	N	41277	90757	23529	12614	30011	28020	81276	27918	84352	13701	51443	79500	25740	44891	16811	23175	31205	11132	55500
chromosome_2:995767-996193	Cluster_222	N	50	64	42	1	19	65	40	250	158	48	65	34	73	30	16	16	38	19	49
chromosome_2:1003637-1004086	Cluster_223	N	0	1452	0	0	1	0	92	0	3	0	0	0	1	0	0	2	1	0	344
chromosome_2:1172642-1173060	Cluster_224	N	142	1	0	2	1	0	1	3	13	16	0	2	33	93	775	22	2	5	229
chromosome_2:1271176-1271605	Cluster_225	N	5	415	3	0	5	24	18	7	9	7	3	41	1	2	1	3	14	1	6
chromosome_2:1273612-1274039	Cluster_226	N	0	1	1	0	0	1	0	2	0	1	0	2	779	0	0	0	0	0	1
chromosome_2:1482975-1483402	Cluster_227	N	0	36	39	0	1	2	17	1	15	266	305	0	200	7	22	22	12	1	2
chromosome_2:1497102-1497529	Cluster_228	N	7	371	8	0	3	4	21	1	6	0	0	7	2	1	0	1	1	3	2
chromosome_2:1502741-1503168	Cluster_229	N	0	0	10	0	10	1	181	246	7	266	0	18	14	4	0	2	4	7	0
chromosome_2:1527173-1527601	Cluster_230	N	3	354	0	0	11	169	18	1	15	6	0	10	31	11	0	69	17	0	0
chromosome_2:1528040-1528460	Cluster_231	N	1	209	0	0	10	112	32	2	39	3	2	15	32	3	5	93	30	0	2
chromosome_2:1528969-1529396	Cluster_232	N	4	174	0	1	25	135	138	0	93	8	2	7	6	17	0	103	22	0	0
chromosome_2:1531184-1531612	Cluster_233	N	13	0	1	4	19	37	111	8	69	56	4	46	65	10	0	62	55	3	49
chromosome_2:1550377-1550801	Cluster_234	N	7	673	2	3	7	39	3	10	9	64	8	1	2	46	4	2	123	1	19
chromosome_2:1575968-1576506	Cluster_235	N	0	0	464	2	208	642	1	380	1374	1143	0	0	0	144	0	3	527	147	301
chromosome_2:1577176-1577764	Cluster_236	N	1	0	208	6	177	243	0	75	241	720	0	0	0	84	0	0	163	64	75
chromosome_2:1578374-1578801	Cluster_237	N	0	0	1	0	481	353	0	109	128	55	0	0	2	48	0	0	53	1	126
chromosome_2:1599485-1599913	Cluster_238	N	0	0	1	1	18	0	0	2	42	698	0	0	11	1	2	2	11	1	10
chromosome_2:1700223-1700753	Cluster_239	N	22	401	151	0	5	17	246	10	14	570	51	36	385	0	10	280	9	3	21
chromosome_2:1705820-1706347	Cluster_240	N	7	2238	134	1	209	478	359	10	5	92	4	65	7	5	6	5	41	1	7
chromosome_2:1707832-1708260	Cluster_241	N	0	698	178	0	7	54	193	52	0	1	9	61	3	0	0	226	13	0	2
chromosome_2:1710447-1710856	Cluster_242	N	12	200	35	1	5	38	146	16	24	102	1	17	2	3	0	34	3	2	0
chromosome_2:1710983-1711415	Cluster_243	N	36	3	0	1	0	41	543	33	1	5	3	340	19	1	1	121	2	0	1
chromosome_2:1731853-1732422	Cluster_244	N	236	22	558	0	144	48	1565	60	0	1520	0	1	1038	329	0	0	0	49	1
chromosome_2:1918260-1918689	Cluster_245	N	27	657	12	1	61	527	25	51	129	221	54	77	474	88	28	521	178	14	164
chromosome_2:1977020-1977437	Cluster_246	N	442	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1
chromosome_2:2155518-2155610	Cluster_247	Y	187	1815	249	5	306	175	529	165	413	441	19	410	320	71	13	137	96	48	191
chromosome_2:2229639-2230072	Cluster_248	N	1	1514	5	0	0	0	5	0	1	2	0	0	7	2	0	1	0	0	1
chromosome_2:2529854-2530283	Cluster_249	N	0	1	0	0	0	0	2152	0	2	0	0	1	3	0	0	0	1	0	102
chromosome_2:2557076-2557490	Cluster_250	N	15	18	8	3	33	4	6	20	18	30	39	53	16	12	16	9	9	12	29
chromosome_2:2918239-2918659	Cluster_251	N	419	2	4	1	0	9	3	55	9	10	5	0	9	11	19	117	136	4	19
chromosome_2:2983815-2984238	Cluster_252	N	21	54	5	3	8	52	0	82	1	58	32	8	46	114	9	13	23	11	6
chromosome_2:3313211-3313629	Cluster_253	N	0	7	0	0	0	1	0	0	0	0	0	62	0	0	0	122	301	0	16
chromosome_2:3432906-3433321	Cluster_254	N	5	77	16	0	20	0	5	6	125	10	63	0	8	5	0	4	1	0	7
chromosome_2:3515145-3515619	Cluster_255	N	73	1373	0	1	12	1	0	0	0	0	0	0	0	0	0	444	4	1	0
chromosome_2:3580383-3580808	Cluster_256	N	4	338	40	1	0	72	50	61	71	0	1	1	41	2	9	50	7	0	1
chromosome_2:3882678-3883098	Cluster_257	N	169	4	64	3	3	808	0	67	316	24	60	2	79	20	27	197	52	23	117
chromosome_2:3951932-3952372	Cluster_258	N	22	1211	70	3	113	137	101	91	21	171	19	217	89	26	7	58	35	24	49
chromosome_2:4288814-4289231	Cluster_259	N	0	534	0	0	52	15	158	0	0	0	0	87	1	0	0	0	0	0	3
chromosome_2:4559454-4559899	Cluster_260	N	5	64	70	0	30	50	158	60	10	406	9	63	47	80	12	389	33	3	26
chromosome_2:4665155-4665580	Cluster_261	N	21	368	16	0	6	13	55	59	45	115	19	27	72	11	2	12	11	0	4
chromosome_2:4708660-4709175	Cluster_262	N	17	152	28	0	0	201	248	144	80	654	0	155	180	2	2	41	0	0	60
chromosome_2:4748261-4748689	Cluster_263	N	23	1	15	0	74	0	33	71	5	210	1	1	7	15	3	294	10	3	0
chromosome_2:4962577-4963101	Cluster_264	N	34	156	58	5	23	135	52	742	154	51	103	105	114	50	16	61	42	22	28
chromosome_2:4978638-4979065	Cluster_265	N	0	170	0	0	47	0	37	417	0	3	0	3	7	25	0	181	0	0	0
chromosome_2:5068982-5069412	Cluster_266	N	58	2387	1	0	446	418	0	1080	0	196	0	1422	694	135	1	0	68	3	113
chromosome_2:5314049-5314473	Cluster_267	N	322	7223	511	6	516	381	612	677	838	1362	64	2497	712	118	58	166	188	82	308
chromosome_2:5526690-5527411	Cluster_268	N	79	194	64	2	58	342	144	42	58	105	60	329	1	129	108	90	312	12	3
chromosome_2:5582182-5582605	Cluster_269	N	0	490	0	0	5	39	36	15	26	102	1	1	118	1	10	22	33	0	0
chromosome_2:6069181-6069603	Cluster_270	N	1	336	2	0	1	0	0	2	0	0	1	0	3	0	0	22	0	0	61
chromosome_2:6069969-6070475	Cluster_271	N	0	3736	5	0	241	0	4	309	3	848	0	286	0	139	24	0	200	3	1
chromosome_2:6235151-6235578	Cluster_272	N	1	159	8	0	0	300	5	37	1	0	1	0	49	0	0	89	0	0	56
chromosome_2:6429366-6429847	Cluster_273	N	36	226	152	6	8	234	56	268	36	3	9	119	88	54	1	124	112	73	108
chromosome_2:6434015-6434459	Cluster_274	N	1	1046	3	0	5	14	10	16	9	2	1	15	17	13	0	16	2	2	5
chromosome_2:6498943-6499368	Cluster_275	N	0	4	0	0	0	38	0	0	50	0	0	416	84	0	0	0	0	0	0
chromosome_2:6636784-6637200	Cluster_276	N	0	1	7	113	4	2	0	36	6	16	28	0	15	1	17	65	9	13	42
chromosome_2:6651562-6652010	Cluster_277	N	25	8246	35	1	244	2026	48	16	228	1328	5	5	28	9	1	12	15	12	98
chromosome_2:6652020-6652986	Cluster_278	N	51	3739	348	1	119	420	394	71	110	192	19	399	179	32	66	22	40	11	195
chromosome_2:6656967-6657386	Cluster_279	N	3	946	0	0	10	156	6	3	62	29	0	10	9	1	0	6	6	1	3
chromosome_2:6937900-6938309	Cluster_280	N	1	146	0	0	17	20	15	50	11	86	10	89	36	7	1	7	10	14	15
chromosome_2:7011574-7011991	Cluster_281	N	0	2	13	4	0	14	0	205	8	51	17	0	7	7	42	13	4	6	6
chromosome_2:7369358-7369759	Cluster_282	N	0	522	15	0	33	0	2	0	0	6	0	4	1	0	0	4	0	1	6
chromosome_2:7384845-7385275	Cluster_283	N	53	304	6	2	47	69	11	18	112	153	6	172	23	19	0	91	95	12	7
chromosome_2:7421879-7422296	Cluster_284	N	2	0	10	21	2	2	0	4	11	15	10	0	53	11	44	10	7	223	17
chromosome_2:7509664-7510078	Cluster_285	N	0	209	9	0	2	1	1	102	0	2	0	17	152	4	0	0	0	0	0
chromosome_2:7572071-7572496	Cluster_286	N	0	288	1	0	0	11	104	2	49	0	7	2	4	1	10	4	17	0	4
chromosome_2:7741007-7741435	Cluster_287	N	123	178	6	0	176	0	176	62	818	0	4	1032	397	30	0	149	157	1	1
chromosome_2:7809400-7809827	Cluster_288	N	37	722	66	2	52	35	78	11	65	29	7	50	592	3	0	236	53	153	36
chromosome_2:7809866-7810310	Cluster_289	N	4	1124	0	1	23	0	350	142	13	1	39	6	18	39	0	8	54	1	81
chromosome_2:7812418-7812838	Cluster_290	N	5	641	1	1	2	1	9	0	2	1	0	40	112	0	0	1	0	2	0
chromosome_2:8010148-8010899	Cluster_291	N	2321	16217	12671	3591	50	25	10503	8197	67	5925	34	79	8063	2345	455	24	39	19602	11
chromosome_2:8029885-8030302	Cluster_292	N	0	0	0	2	355	0	82	0	0	0	6	0	0	0	0	1	1	0	0
chromosome_2:8032307-8032728	Cluster_293	N	15	210	1	62	59	0	68	10	0	0	15	75	32	37	44	0	0	19	0
chromosome_2:8033679-8034093	Cluster_294	N	0	0	0	0	0	0	73	38	35	2	6	74	0	0	9	0	0	0	155
chromosome_2:8034775-8035196	Cluster_295	N	0	730	0	1	30	0	221	13	13	3	0	0	2	0	3	0	1	0	0
chromosome_2:8125969-8126396	Cluster_296	N	0	91	87	0	0	29	307	144	142	38	1	65	44	1	0	0	0	2	1
chromosome_2:8207700-8208162	Cluster_297	N	3	101	95	2	79	51	172	0	509	75	19	74	110	76	2	145	11	73	143
chromosome_2:8370618-8371044	Cluster_298	N	10	252	46	0	0	36	365	15	8	39	1	18	0	1	1	59	0	0	0
chromosome_2:8420461-8420888	Cluster_299	N	167	63	1	0	0	1	7	0	2	2	1	1193	0	4	0	1	1	0	3
chromosome_2:8451959-8452368	Cluster_300	N	2	122	4	0	4	59	0	1	31	180	3	3	7	1	3	15	0	0	1
chromosome_2:8491515-8492190	Cluster_301	N	1	454	14	0	252	6	194	4	128	14	4	153	23	2	3	528	329	3	122
chromosome_2:8505028-8505448	Cluster_302	N	21	338	71	3	22	1	34	101	1125	124	470	0	30	36	16	25	0	0	176
chromosome_2:8711332-8711757	Cluster_303	N	3	0	4	0	2	17	0	1	41	0	1	262	107	1	0	6	0	1	5
chromosome_2:8764936-8765401	Cluster_304	N	3	324	3	19	16	2	929	30	9	0	9	10	1	68	16	6	26	3	19
chromosome_2:8765454-8765892	Cluster_305	N	3	232	2	18	11	3	726	84	11	2	17	4	0	85	10	2	13	1	22
chromosome_2:8765946-8766821	Cluster_306	N	3	1108	3	12	16	4	2087	20	47	14	10	7	3	61	11	16	30	1	26
chromosome_2:8774412-8774843	Cluster_307	N	0	3619	1	12	7	7	3	17	2	6	10	5	2	69	4	6	20	1	5
chromosome_2:8776529-8776967	Cluster_308	N	1	261	2	19	12	5	769	23	8	2	8	9	1	78	13	4	29	2	14
chromosome_2:8777023-8777485	Cluster_309	N	6	349	2	8	14	3	929	1	5	0	1	10	4	15	10	2	10	1	13
chromosome_2:8813736-8814369	Cluster_310	N	71	57	100	2	352	1105	2	11	7	442	25	95	236	56	49	510	163	72	226
chromosome_2:8814858-8815285	Cluster_311	N	11	2	27	2	124	698	0	0	1	99	1	10	18	5	8	285	87	0	34
chromosome_2:8815596-8816528	Cluster_312	N	79	1422	147	8	577	1857	107	165	5	485	23	287	437	244	102	1226	200	53	498
chromosome_2:8819223-8819660	Cluster_313	N	5	342	1	18	9	3	907	23	12	2	9	11	1	85	11	0	24	1	17
chromosome_2:8819821-8820245	Cluster_314	N	5	28	1	0	152	236	29	78	0	53	0	49	14	30	0	11	18	0	14
chromosome_2:8821133-8821544	Cluster_315	N	3	367	8	0	29	45	231	35	3	56	3	90	2	5	8	3	6	1	6
chromosome_2:8821965-8822369	Cluster_316	N	1	395	15	0	11	17	94	47	7	40	4	66	7	21	2	2	10	4	16
chromosome_2:8829637-8830052	Cluster_317	N	3	324	19	1	13	13	70	9	11	19	0	17	30	8	1	19	10	0	11
chromosome_2:8830536-8830968	Cluster_318	N	174	1973	301	8	288	422	230	287	420	675	58	486	367	182	87	573	331	28	325
chromosome_2:8832186-8832614	Cluster_319	N	9	338	28	2	41	55	46	55	32	96	5	71	40	33	4	87	67	10	35
chromosome_2:8832631-8833058	Cluster_320	N	35	328	28	0	46	47	28	52	41	89	14	134	50	14	3	47	42	4	45
chromosome_2:8833140-8833569	Cluster_321	N	34	454	73	3	90	168	58	68	59	208	8	134	105	40	15	153	62	20	66
chromosome_2:8839710-8840127	Cluster_322	N	0	738	310	11	11	17	156	14	0	424	3	232	46	4	2	68	16	4	26
chromosome_2:8843127-8843608	Cluster_323	N	228	1417	211	8	34	393	1268	347	445	477	290	556	340	12	9	158	25	9	20
chromosome_2:8843631-8844152	Cluster_324	N	761	37014	91	14	19	135	35013	15	10	240	9	449	250	79	14	97	23	279	15
chromosome_2:8982060-8982830	Cluster_325	N	18	1049	6	0	2	62	687	2	7	197	20	27	60	0	1	29	11	10	58
chromosome_2:8982861-8983295	Cluster_326	N	21	255	48	0	7	34	74	2	9	58	2	7	184	1	0	57	2	5	4
chromosome_2:8990930-8991722	Cluster_327	N	7	514	16	0	46	19	510	0	26	60	16	148	85	4	0	48	4	9	20
chromosome_2:8993656-8994082	Cluster_328	N	5	529	15	0	25	9	386	0	3	19	1	1	59	0	0	7	1	0	0
chromosome_2:9051104-9051533	Cluster_329	N	0	0	0	0	0	3	0	6	0	0	13	626	1	1	9	5	3	2	7
chromosome_2:9085333-9086144	Cluster_330	N	0	328	35	1	132	669	80	10	42	4	1	10	666	11	8	373	55	12	12
chromosome_2:9115309-9115778	Cluster_331	N	2	81	13	0	23	12	118	0	115	97	10	937	5	5	0	36	1	1	63
chromosome_2:9228783-9229245	Cluster_332	N	1032	2155	1042	748	864	1107	970	1543	1843	1269	895	982	1306	1011	827	1183	1210	1004	1074
chromosome_2:9510866-9511383	Cluster_333	N	0	1503	27	2	30	146	0	75	1	51	3	122	137	56	0	0	55	0	66
chromosome_2:9512546-9512963	Cluster_334	N	0	783	2	0	14	20	0	23	0	13	4	66	7	13	0	0	10	0	29
chromosome_2:9514196-9514622	Cluster_335	N	0	507	10	0	2	6	1	15	8	22	3	0	5	0	0	0	8	3	17
chromosome_2:9514765-9515173	Cluster_336	N	1	736	2	0	14	22	0	19	47	27	10	4	3	12	0	12	17	1	15
chromosome_2:9515204-9515619	Cluster_337	N	38	351	0	0	0	23	0	29	5	30	1	9	3	2	0	214	29	0	1
chromosome_2:9645932-9646349	Cluster_338	N	0	168	0	0	1	20	80	4	1	1	1	153	0	2	1	0	0	1	0
chromosome_2:9721052-9721478	Cluster_339	N	52	43	47	7	10	56	80	341	119	30	20	82	95	34	11	49	31	21	17
chromosome_2:9767139-9767562	Cluster_340	N	5	71	0	3	19	144	121	1	81	39	2	33	1	32	10	0	4	2	76
chromosome_2:9825001-9825427	Cluster_341	N	8	6	19	1	30	24	274	16	34	38	5	152	1	35	4	6	13	16	6
chromosome_2:9929650-9930071	Cluster_342	N	0	497	0	0	33	12	0	23	0	16	0	6	0	4	1	0	1	2	1
chromosome_2:10093184-10093771	Cluster_343	N	18	213	88	7	19	106	13	143	328	193	17	292	172	435	11	247	180	45	92
chromosome_2:10122050-10122473	Cluster_344	N	27	452	15	2	51	41	151	61	14	18	0	92	198	0	18	35	0	0	0
chromosome_2:10122941-10123368	Cluster_345	N	0	278	3	0	163	0	683	106	5	1	109	333	139	0	1	1	0	0	0
chromosome_2:10146959-10147385	Cluster_346	N	0	53	5	0	0	68	534	1	1	41	0	0	1	2	0	0	0	2	6
chromosome_2:10222099-10222502	Cluster_347	N	85	218	0	0	0	128	0	1	3	0	0	1	0	0	0	0	0	0	0
chromosome_2:10239359-10239794	Cluster_348	N	5	867	0	0	3	0	4	2	8	1	0	16	0	0	0	0	0	0	2
chromosome_2:10274224-10274650	Cluster_349	N	0	311	2	0	0	54	0	48	1	15	0	8	3	2	0	6	0	0	13
chromosome_2:10309487-10309913	Cluster_350	N	0	471	2	0	0	1	0	0	16	0	0	0	0	0	0	0	0	0	0
chromosome_2:10353963-10354516	Cluster_351	N	0	383	0	0	18	3	6	1	0	0	1	767	2	38	9	13	2	0	1
chromosome_2:10594941-10595367	Cluster_352	N	1	500	0	0	0	0	40	0	0	0	0	0	0	0	1	73	1	0	3
chromosome_2:10737714-10738142	Cluster_353	N	0	0	0	0	0	74	312	4	27	0	0	0	0	0	1	0	0	0	0
chromosome_2:10837287-10837710	Cluster_354	N	0	296	0	0	47	175	183	0	0	0	11	1	0	0	21	0	0	0	0
chromosome_2:10983557-10983980	Cluster_355	N	21	0	10	7	2	36	1	104	7	54	27	4	43	99	24	6	22	6	6
chromosome_2:11205755-11206225	Cluster_356	N	23	344	0	0	126	91	74	0	97	87	15	197	87	15	11	59	117	24	0
chromosome_2:11721930-11722463	Cluster_357	N	1	1192	4	0	0	186	1	0	0	7	0	0	2	3	0	1	95	2	218
chromosome_2:11837101-11837528	Cluster_358	N	9	597	52	0	2	107	10	10	37	101	1	43	85	10	0	29	4	0	47
chromosome_2:11841672-11842095	Cluster_359	N	2	90	4	0	2	164	2	7	8	40	0	163	167	7	1	0	0	0	9
chromosome_2:11905913-11906329	Cluster_360	N	24	217	20	1	20	6	51	21	2	229	1	45	53	4	4	38	17	5	57
chromosome_2:12120564-12121404	Cluster_361	N	2	3426	0	1	1	24	0	12	0	4	1	2	2	2	1	2	1	1	0
chromosome_2:12139302-12139721	Cluster_362	N	15	136	48	0	19	0	13	19	920	73	298	1	9	11	11	43	1	0	42
chromosome_2:12174424-12174848	Cluster_363	N	0	631	14	0	12	24	83	0	1	28	3	0	0	8	1	0	0	0	0
chromosome_2:12182028-12182455	Cluster_364	N	62	25	8	0	8	0	8	4	1025	526	2	1	4	18	2	5	0	5	14
chromosome_2:12236149-12236565	Cluster_365	N	3	3	1	0	389	3	65	113	96	1	0	118	0	22	0	4	99	0	2
chromosome_2:12236610-12237038	Cluster_366	N	118	9	6	0	14	5	94	36	541	0	0	315	0	4	1	4	147	0	4
chromosome_2:12461761-12462187	Cluster_367	N	1	9	73	0	17	1	165	99	33	49	0	17	25	0	1	10	6	19	3
chromosome_2:12733878-12734322	Cluster_368	N	5	60	95	5	208	59	202	133	13	174	5	271	462	120	41	173	5	21	192
chromosome_2:12734422-12735176	Cluster_369	N	0	5	322	5	357	35	7	287	0	59	5	442	851	536	86	129	6	0	791
chromosome_2:13019243-13019663	Cluster_370	N	43	168	33	0	23	26	68	46	19	27	12	206	73	54	3	68	10	11	112
chromosome_2:13084586-13085014	Cluster_371	N	0	7	1	0	3	708	1	10	25	0	29	0	100	0	0	3	0	0	0
chromosome_2:13120410-13120865	Cluster_372	N	1	301	0	0	1	1	182	5	1	295	2	761	205	3	0	0	88	3	68
chromosome_2:13239544-13239970	Cluster_373	N	0	148	2	0	1	16	4	1	138	12	5	6	35	5	0	28	1	1	4
chromosome_2:13419894-13420437	Cluster_374	N	2	2988	2	2	8	191	59	1	29	48	4	67	7	3	0	81	0	6	29
chromosome_2:13564793-13565200	Cluster_375	N	1	322	0	1	1	0	1	1	5	1	2	5	13	14	0	1	2	1	5
chromosome_2:13902604-13903057	Cluster_376	N	7	169	0	0	25	1	30	0	534	14	4	6	21	0	0	0	2	1	551
chromosome_2:14097861-14098289	Cluster_377	N	0	607	1	1	2	60	73	2	0	2	0	12	0	0	0	1	0	0	26
chromosome_2:14108902-14109311	Cluster_378	N	7	233	51	1	4	1	20	51	87	160	31	100	87	0	0	0	90	8	2
chromosome_2:14109507-14109934	Cluster_379	N	44	26	3	0	2	0	0	4	12	140	1	17	0	968	1	49	2	13	0
chromosome_2:14118139-14118750	Cluster_380	N	82	310	141	3	1	1	0	55	109	693	73	214	0	77	1	43	118	75	178
chromosome_2:14224063-14224485	Cluster_381	N	16	1104	78	0	360	274	551	90	45	118	21	628	45	13	2	38	17	27	215
chromosome_2:14281801-14282226	Cluster_382	N	4	143	2	0	0	9	4	4	135	10	5	9	34	7	0	28	0	0	4
chromosome_2:14424070-14424506	Cluster_383	N	0	970	67	0	39	38	92	50	4	13	0	738	187	0	0	30	0	0	84
chromosome_2:14696325-14696742	Cluster_384	N	20	136	0	1	2	0	3	3	8	0	0	0	1	0	0	2	0	1	192
chromosome_2:14827823-14828254	Cluster_385	N	446	21	14	0	59	201	219	291	509	254	59	13	65	22	109	44	29	21	292
chromosome_2:14829292-14829757	Cluster_386	N	101	10078	1135	97	123	112	22	2351	2104	334	466	1545	2082	1041	46	2026	2006	240	206
chromosome_2:14829856-14830328	Cluster_387	N	442	2195	686	380	630	859	439	1332	617	1021	669	528	1337	1062	514	472	561	665	820
chromosome_2:14830438-14830910	Cluster_388	N	229	492	262	131	175	166	220	374	248	290	170	230	237	199	159	175	208	190	169
chromosome_2:14831413-14831839	Cluster_389	N	45	213	67	6	9	150	61	232	143	67	34	115	139	40	24	55	58	32	36
chromosome_2:14899406-14899831	Cluster_390	N	4	0	0	0	0	0	11	50	56	35	0	137	60	1	0	48	0	0	8
chromosome_2:14932752-14933178	Cluster_391	N	64	220	141	0	75	170	9	24	116	61	67	2	35	6	3	0	56	1	54
chromosome_2:14975360-14976119	Cluster_392	N	562	2208	34	6	109	103	197	106	18	264	56	22	0	209	39	353	234	1	39
chromosome_2:15143298-15143725	Cluster_393	N	7	134	51	3	57	129	166	98	22	1	7	81	77	9	5	83	126	0	33
chromosome_2:15144678-15145106	Cluster_394	N	0	0	46	0	25	1	127	1	337	0	0	374	0	1	6	231	1	1	1
chromosome_2:15188850-15189344	Cluster_395	N	0	1027	0	0	2	1	0	118	1	1	0	1	0	0	132	1	83	1	17
chromosome_2:15191777-15193396	Cluster_396	N	0	4514	2	4	2	2	3	380	0	2	2	3	2	1	141	0	164	1	39
chromosome_2:15193626-15194692	Cluster_397	N	74	24671	31	11	301	57	1249	3575	195	461	137	371	408	112	641	9	1820	104	115
chromosome_2:15216658-15217086	Cluster_398	N	0	197	0	0	0	431	0	37	2	44	11	238	31	0	1	60	3	3	96
chromosome_2:15264807-15265235	Cluster_399	N	1	750	15	2	106	3	2	6	1	4	2	2	0	0	1	297	8	0	0
chromosome_2:15268825-15269247	Cluster_400	N	18	782	39	8	94	48	227	128	48	376	0	122	85	6	55	10	73	29	199
chromosome_2:15304394-15304811	Cluster_401	N	2	101	48	14	0	0	72	88	0	16	0	0	5	0	3	0	0	83	1
chromosome_2:15323536-15323962	Cluster_402	N	15	147	8	0	1	0	247	0	0	10	1	59	16	5	1	32	8	23	0
chromosome_2:15337501-15337910	Cluster_403	N	0	176	1	0	24	30	16	42	10	106	15	141	52	10	1	26	10	6	17
chromosome_2:15402509-15403164	Cluster_404	N	84	100	152	0	181	27	400	6	16	46	72	4	80	2	2	374	233	1	73
chromosome_2:15403487-15403915	Cluster_405	N	208	77	0	0	1	0	0	6	0	356	0	583	0	2	0	1	0	0	529
chromosome_2:15624428-15624856	Cluster_406	N	0	551	127	2	114	0	246	67	0	1	0	0	264	73	1	1	200	0	0
chromosome_2:15716188-15716615	Cluster_407	N	1	7	0	0	0	719	8	62	1	333	7	0	6	2	2	9	59	0	17
chromosome_2:15719752-15720179	Cluster_408	N	1	284	0	1	6	0	17	78	0	335	0	133	1	14	2	1	27	3	3
chromosome_2:15786560-15786985	Cluster_409	N	3	181	1	1	1	13	10	4	134	11	1	9	24	12	3	22	2	0	1
chromosome_2:15829686-15830104	Cluster_410	N	0	4	0	21	0	0	0	1	10	4	5	0	190	17	23	0	421	0	29
chromosome_2:15930523-15930940	Cluster_411	N	28	73	34	0	13	0	14	70	629	86	207	0	20	27	14	22	1	0	75
chromosome_2:15953186-15953597	Cluster_412	N	1	98	61	4	0	89	0	0	0	0	0	0	33	7	8	41	31	19	37
chromosome_2:15972596-15973000	Cluster_413	N	3	290	0	0	3	13	22	5	6	0	1	14	18	0	4	5	12	0	3
chromosome_2:15974138-15974556	Cluster_414	N	20	59	10	4	12	0	8	2	34	16	14	0	9	57	2	16	0	0	353
chromosome_2:15977217-15977651	Cluster_415	N	51	3	171	0	204	73	457	69	0	3	10	412	2	0	0	346	1	0	2
chromosome_2:16171806-16172221	Cluster_416	N	1	14	17	1	104	149	9	35	17	0	8	5	124	2	3	0	16	5	1
chromosome_2:16481346-16481768	Cluster_417	N	1	7	1	0	6	157	94	1	99	3	9	14	49	0	3	0	5	1	114
chromosome_2:16581577-16581999	Cluster_418	N	0	13	7	0	2	43	17	24	15	5	2	34	138	15	2	118	20	3	11
chromosome_2:16850478-16850893	Cluster_419	N	40	153	34	1	10	175	57	33	231	27	13	108	64	1	12	19	22	4	117
chromosome_2:16851835-16852266	Cluster_420	N	1	696	2	0	30	101	73	150	0	78	1	129	86	47	0	4	5	2	184
chromosome_2:17229415-17229843	Cluster_421	N	0	1197	53	2	162	0	60	83	2	0	42	2	0	19	0	252	0	4	5
chromosome_2:17258917-17259317	Cluster_422	N	30	9	8	2	20	1	1	6	427	34	43	29	203	75	27	4	6	0	5
chromosome_2:17529560-17529985	Cluster_423	N	1	279	14	0	12	609	181	15	107	7	0	35	43	0	0	0	13	0	0
chromosome_2:17549338-17549767	Cluster_424	N	0	538	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	2	0
chromosome_2:17572521-17572938	Cluster_425	N	4	669	4	0	30	12	236	1	2	1	0	29	4	4	0	0	0	0	0
chromosome_2:17773361-17773781	Cluster_426	N	9	510	52	4	37	130	181	56	104	114	29	236	140	28	10	29	41	0	26
chromosome_2:17871188-17871616	Cluster_427	N	2270	827	3252	4756	1589	356	173	4763	1473	2187	7214	3923	2565	3599	3435	1934	1808	5343	2667
